Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Steger,57,Moderate,1,Good,38,Good,3,Good,57,Moderate,41.4723,-87.6176
Mexico,Suchiapa,67,Moderate,1,Good,29,Good,1,Good,67,Moderate,16.622,-93.1048
Brazil,Terra Nova,26,Good,0,Good,20,Good,0,Good,26,Good,-8.23,-39.3758
Mexico,Teziutlan,67,Moderate,1,Good,29,Good,1,Good,67,Moderate,19.8178,-97.3667
Colombia,Tocaima,86,Moderate,2,Good,12,Good,4,Good,86,Moderate,4.5,-74.6667
United States of America,Ukiah,31,Good,1,Good,30,Good,1,Good,31,Good,39.1464,-123.2105
Brazil,Vazante,24,Good,1,Good,22,Good,0,Good,24,Good,-17.9869,-46.9078
Cuba,Venezuela,59,Moderate,1,Good,28,Good,0,Good,59,Moderate,21.7511,-78.7792
Mexico,Veracruz,55,Moderate,1,Good,26,Good,1,Good,55,Moderate,19.1903,-96.1533
United States of America,Kapaa,27,Good,0,Good,27,Good,0,Good,18,Good,22.091,-159.3521
United States of America,Grand Prairie,55,Moderate,1,Good,30,Good,5,Good,55,Moderate,32.6871,-97.0208
United States of America,Groveton,52,Moderate,2,Good,27,Good,10,Good,52,Moderate,38.7605,-77.098
Mexico,Guerrero Negro,38,Good,0,Good,35,Good,0,Good,38,Good,27.9589,-114.0561
Jamaica,Half Way Tree,105,Unhealthy for Sensitive Groups,1,Good,20,Good,3,Good,105,Unhealthy for Sensitive Groups,18.0106,-76.7847
Mexico,Huamantla,168,Unhealthy,3,Good,7,Good,9,Good,168,Unhealthy,19.3133,-97.9228
United States of America,Huntington Beach,70,Moderate,2,Good,20,Good,19,Good,70,Moderate,33.696,-118.0018
United States of America,Huron,56,Moderate,1,Good,39,Good,1,Good,56,Moderate,44.3623,-98.2094
Brazil,Ipojuca,39,Good,0,Good,13,Good,4,Good,39,Good,-8.4,-35.0625
Brazil,Itatiaia,56,Moderate,1,Good,10,Good,3,Good,56,Moderate,-22.4914,-44.5592
United States of America,Galena Park,104,Unhealthy for Sensitive Groups,2,Good,9,Good,12,Good,104,Unhealthy for Sensitive Groups,29.7452,-95.2333
United States of America,Lawrence,45,Good,1,Good,45,Good,2,Good,37,Good,42.7002,-71.1626
United States of America,Lawrence,45,Good,1,Good,45,Good,2,Good,37,Good,38.9597,-95.2642
United States of America,Lawrence,45,Good,1,Good,45,Good,2,Good,37,Good,39.8674,-85.9904
United States of America,Lawrence,45,Good,1,Good,45,Good,2,Good,37,Good,40.2954,-74.7205
United States of America,Leeds,35,Good,1,Good,29,Good,5,Good,35,Good,33.5436,-86.5639
United States of America,Youngstown,51,Moderate,1,Good,30,Good,9,Good,51,Moderate,41.0993,-80.6463
United States of America,Hillside,64,Moderate,1,Good,45,Good,6,Good,64,Moderate,40.6961,-74.2286
Mexico,Huixtla,98,Moderate,4,Good,9,Good,8,Good,98,Moderate,15.1,-92.5333
United States of America,Humacao,97,Moderate,1,Good,25,Good,0,Good,97,Moderate,18.152,-65.8204
Peru,Ica,23,Good,0,Good,11,Good,1,Good,23,Good,-14.0667,-75.7333
Sierra Leone,Freetown,27,Good,1,Good,22,Good,0,Good,27,Good,41.7714,-71.0157
United States of America,Memphis,67,Moderate,1,Good,29,Good,6,Good,67,Moderate,35.1087,-89.9663
United States of America,Memphis,67,Moderate,1,Good,29,Good,6,Good,67,Moderate,27.5435,-82.5608
United States of America,La Grande,29,Good,0,Good,29,Good,1,Good,29,Good,45.3242,-118.0865
Brazil,Alta Floresta,21,Good,1,Good,13,Good,0,Good,21,Good,-9.8758,-56.0858
Chile,Cabildo,97,Moderate,5,Good,1,Good,13,Good,97,Moderate,-32.4275,-71.0664
United States of America,Caledonia,53,Moderate,1,Good,17,Good,14,Good,53,Moderate,42.7986,-87.8762
United States of America,Chesapeake,36,Good,1,Good,36,Good,7,Good,24,Good,36.6778,-76.3023
United States of America,Chowchilla,55,Moderate,1,Good,35,Good,3,Good,55,Moderate,37.1095,-120.2349
United States of America,Colonial Park,67,Moderate,2,Good,20,Good,17,Good,67,Moderate,40.2987,-76.8069
Venezuela (Bolivarian Republic of),Zaraza,38,Good,1,Good,21,Good,0,Good,38,Good,9.3394,-65.3167
United States of America,Chattanooga,71,Moderate,2,Good,31,Good,7,Good,71,Moderate,35.066,-85.2481
Mexico,Compostela,56,Moderate,1,Good,11,Good,3,Good,56,Moderate,21.2389,-104.9
Portugal,Aveiro,32,Good,1,Good,32,Good,2,Good,29,Good,-3.6058,-55.3319
United States of America,Carol Stream,52,Moderate,2,Good,32,Good,9,Good,52,Moderate,41.9181,-88.1307
United States of America,Brownsburg,54,Moderate,1,Good,33,Good,9,Good,54,Moderate,39.8337,-86.383
United States of America,Richmond Heights,57,Moderate,1,Good,36,Good,3,Good,57,Moderate,25.6347,-80.3721
United States of America,Richmond Heights,57,Moderate,1,Good,36,Good,3,Good,57,Moderate,41.5589,-81.5029
United States of America,Richmond Heights,57,Moderate,1,Good,36,Good,3,Good,57,Moderate,38.6309,-90.3332
United States of America,Rio Linda,50,Good,1,Good,26,Good,7,Good,50,Good,38.6875,-121.4417
United States of America,Poplar Bluff,94,Moderate,1,Good,51,Moderate,1,Good,94,Moderate,36.7632,-90.4135
United States of America,Pacifica,52,Moderate,1,Good,34,Good,2,Good,52,Moderate,37.6113,-122.4782
United States of America,Greensburg,47,Good,1,Good,46,Good,1,Good,47,Good,40.3113,-79.5445
United States of America,Greensburg,47,Good,1,Good,46,Good,1,Good,47,Good,39.3518,-85.5028
United States of America,Iowa City,60,Moderate,1,Good,35,Good,2,Good,60,Moderate,41.6559,-91.5303
Brazil,Itatinga,67,Moderate,1,Good,21,Good,1,Good,67,Moderate,-23.1017,-48.6158
Cuba,Palma Soriano,82,Moderate,2,Good,9,Good,11,Good,82,Moderate,20.2139,-75.9919
United States of America,Pampa,50,Good,1,Good,32,Good,1,Good,50,Good,35.5479,-100.9651
United States of America,Orland Park,69,Moderate,2,Good,19,Good,16,Good,69,Moderate,41.6075,-87.8619
United States of America,Park Ridge,64,Moderate,2,Good,12,Good,20,Good,64,Moderate,42.0125,-87.8436
United States of America,Park Ridge,64,Moderate,2,Good,12,Good,20,Good,64,Moderate,41.0352,-74.0423
United States of America,Schenectady,43,Good,1,Good,37,Good,0,Good,43,Good,42.8025,-73.9275
United States of America,North Andover,40,Good,1,Good,38,Good,1,Good,40,Good,42.6713,-71.0865
Brazil,Novo Oriente,20,Good,0,Good,20,Good,0,Good,18,Good,-5.5339,-40.7739
United States of America,Ocala,66,Moderate,1,Good,66,Moderate,1,Good,23,Good,29.178,-82.1511
United States of America,Okmulgee,56,Moderate,1,Good,47,Good,1,Good,56,Moderate,35.6134,-96.0068
United States of America,White Plains,53,Moderate,1,Good,39,Good,4,Good,53,Moderate,41.022,-73.7547
United States of America,Windham,55,Moderate,1,Good,47,Good,3,Good,55,Moderate,41.7102,-72.1671
United States of America,Windham,55,Moderate,1,Good,47,Good,3,Good,55,Moderate,43.7981,-70.4056
United States of America,Windham,55,Moderate,1,Good,47,Good,3,Good,55,Moderate,42.8076,-71.2995
United States of America,Villa Rica,45,Good,1,Good,45,Good,4,Good,32,Good,2.5167,-76.85
United States of America,Villa Rica,45,Good,1,Good,45,Good,4,Good,32,Good,33.7294,-84.9177
United States of America,Shorewood,48,Good,1,Good,29,Good,9,Good,48,Good,43.0913,-87.8864
United States of America,Shorewood,48,Good,1,Good,29,Good,9,Good,48,Good,41.5169,-88.2146
United States of America,Slidell,86,Moderate,1,Good,25,Good,4,Good,86,Moderate,30.2887,-89.7828
Colombia,Santuario,88,Moderate,3,Good,4,Good,7,Good,88,Moderate,6.1375,-75.2639
Colombia,Santuario,88,Moderate,3,Good,4,Good,7,Good,88,Moderate,5.0725,-75.9623
United States of America,Secaucus,115,Unhealthy for Sensitive Groups,3,Good,11,Good,30,Good,115,Unhealthy for Sensitive Groups,40.781,-74.0659
United States of America,Olivehurst,48,Good,1,Good,33,Good,6,Good,48,Good,39.0795,-121.5566
Brazil,Ourinhos,54,Moderate,1,Good,9,Good,1,Good,54,Moderate,-22.9744,-49.8719
United States of America,Pahrump,43,Good,1,Good,43,Good,2,Good,42,Good,36.2235,-115.9974
Brazil,Navegantes,46,Good,1,Good,20,Good,1,Good,46,Good,-26.8989,-48.6539
United States of America,North Olmsted,52,Moderate,1,Good,37,Good,2,Good,52,Moderate,41.4149,-81.919
United Kingdom of Great Britain and Northern Ireland,Northampton,34,Good,1,Good,29,Good,1,Good,34,Good,40.2104,-75.0014
United Kingdom of Great Britain and Northern Ireland,Northampton,34,Good,1,Good,29,Good,1,Good,34,Good,42.3266,-72.6745
United Kingdom of Great Britain and Northern Ireland,Northampton,34,Good,1,Good,29,Good,1,Good,34,Good,40.6866,-75.4904
Brazil,Pitangui,41,Good,1,Good,25,Good,0,Good,41,Good,-19.6828,-44.89
United States of America,Point Pleasant,48,Good,1,Good,47,Good,1,Good,48,Good,40.0772,-74.0702
Canada,Orillia,35,Good,1,Good,23,Good,0,Good,35,Good,44.6,-79.4167
Chile,Puerto Montt,25,Good,1,Good,20,Good,2,Good,25,Good,-41.4667,-72.9333
United States of America,River Grove,61,Moderate,2,Good,28,Good,16,Good,61,Moderate,41.9243,-87.8379
Nicaragua,Nandaime,53,Moderate,1,Good,16,Good,2,Good,53,Moderate,11.7569,-86.0528
United States of America,New Berlin,69,Moderate,3,Good,14,Good,18,Good,69,Moderate,42.9726,-88.1291
United States of America,North Babylon,56,Moderate,1,Good,25,Good,14,Good,56,Moderate,40.7314,-73.3248
United States of America,North Branford,53,Moderate,1,Good,28,Good,9,Good,53,Moderate,41.3645,-72.7768
Colombia,Madrid,96,Moderate,3,Good,7,Good,11,Good,96,Moderate,4.7344,-74.2683
Brazil,Marau,20,Good,0,Good,20,Good,0,Good,13,Good,-28.4489,-52.2
United States of America,Sweetwater,70,Moderate,1,Good,8,Good,17,Good,70,Moderate,25.7785,-80.376
United States of America,Sweetwater,70,Moderate,1,Good,8,Good,17,Good,70,Moderate,32.4692,-100.4092
United States of America,Mastic,41,Good,1,Good,31,Good,8,Good,41,Good,40.8096,-72.8479
United States of America,Miami Shores,56,Moderate,1,Good,13,Good,12,Good,56,Moderate,25.867,-80.1779
Colombia,Mocoa,19,Good,1,Good,6,Good,1,Good,19,Good,1.15,-76.6475
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,30.2082,-92.0325
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,40.3991,-86.8593
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,39.9946,-105.0998
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,37.8919,-122.1189
Brazil,Tabatinga,21,Good,1,Good,2,Good,0,Good,21,Good,-4.2525,-69.9381
Brazil,Tabatinga,21,Good,1,Good,2,Good,0,Good,21,Good,-21.7169,-48.6878
United States of America,Hastings,54,Moderate,1,Good,30,Good,2,Good,54,Moderate,40.5961,-98.39
United States of America,Hastings,54,Moderate,1,Good,30,Good,2,Good,54,Moderate,44.7318,-92.8538
United States of America,Hastings,54,Moderate,1,Good,30,Good,2,Good,54,Moderate,43.3215,-76.1582
United States of America,Drexel Heights,55,Moderate,1,Good,11,Good,11,Good,55,Moderate,32.1453,-111.048
Venezuela (Bolivarian Republic of),Ejido,39,Good,1,Good,10,Good,2,Good,39,Good,8.5466,-71.2409
United States of America,Fernley,34,Good,1,Good,34,Good,3,Good,26,Good,39.5627,-119.1906
United States of America,Florida Ridge,48,Good,1,Good,16,Good,8,Good,48,Good,27.5805,-80.3848
United States of America,Pine Hills,51,Moderate,1,Good,17,Good,11,Good,51,Moderate,28.5818,-81.4692
Colombia,Planeta Rica,55,Moderate,1,Good,13,Good,3,Good,55,Moderate,8.4089,-75.5819
United States of America,Gainesville,68,Moderate,1,Good,22,Good,4,Good,68,Moderate,29.6804,-82.3459
United States of America,Gainesville,68,Moderate,1,Good,22,Good,4,Good,68,Moderate,34.2902,-83.8294
United States of America,Gainesville,68,Moderate,1,Good,22,Good,4,Good,68,Moderate,33.639,-97.1487
United States of America,Gainesville,68,Moderate,1,Good,22,Good,4,Good,68,Moderate,38.7931,-77.6347
United States of America,Wellesley,54,Moderate,1,Good,46,Good,3,Good,54,Moderate,42.3043,-71.2855
United States of America,Wellesley,54,Moderate,1,Good,46,Good,3,Good,54,Moderate,43.55,-80.7167
,Weymouth,36,Good,0,Good,29,Good,1,Good,36,Good,42.1981,-70.9466
United States of America,Winfield,62,Moderate,1,Good,28,Good,2,Good,62,Moderate,37.274,-96.95
United States of America,Winfield,62,Moderate,1,Good,28,Good,2,Good,62,Moderate,41.8787,-88.1507
United States of America,Woodburn,37,Good,1,Good,15,Good,10,Good,37,Good,45.1472,-122.8603
United States of America,Woodburn,37,Good,1,Good,15,Good,10,Good,37,Good,38.8503,-77.2322
Brazil,Araras,63,Moderate,1,Good,9,Good,4,Good,63,Moderate,-22.3572,-47.3844
Brazil,Areia,43,Good,0,Good,14,Good,3,Good,43,Good,-6.9628,-35.6919
Brazil,Ibirataia,30,Good,1,Good,9,Good,1,Good,30,Good,-14.0669,-39.6408
United States of America,Idylwood,50,Good,1,Good,26,Good,11,Good,50,Good,38.8896,-77.2056
Brazil,Canoas,69,Moderate,2,Good,8,Good,6,Good,69,Moderate,-29.92,-51.18
Brazil,Canoas,69,Moderate,2,Good,8,Good,6,Good,69,Moderate,8.5333,-82.8333
Honduras,Catacamas,29,Good,1,Good,13,Good,1,Good,29,Good,14.8486,-85.8942
Argentina,Catamarca,22,Good,0,Good,22,Good,0,Good,4,Good,-28.4667,-65.7833
Colombia,Caucasia,40,Good,1,Good,9,Good,1,Good,40,Good,7.9833,-75.2
United States of America,Clayton,88,Moderate,2,Good,10,Good,20,Good,88,Moderate,38.6444,-90.3303
United States of America,Clayton,88,Moderate,2,Good,10,Good,20,Good,88,Moderate,35.659,-78.4498
United States of America,Clayton,88,Moderate,2,Good,10,Good,20,Good,88,Moderate,39.8689,-84.3292
United States of America,Clayton,88,Moderate,2,Good,10,Good,20,Good,88,Moderate,37.9404,-121.9301
United States of America,Clayton,88,Moderate,2,Good,10,Good,20,Good,88,Moderate,39.6627,-75.0782
Mexico,Cuautla,154,Unhealthy,4,Good,0,Good,14,Good,154,Unhealthy,18.8167,-98.95
Peru,Cusco,29,Good,1,Good,2,Good,2,Good,29,Good,-13.525,-71.9722
United States of America,Vincennes,43,Good,1,Good,43,Good,5,Good,43,Good,38.6759,-87.5102
Bolivia (Plurinational State of),Warnes,14,Good,1,Good,5,Good,0,Good,14,Good,-17.5167,-63.1667
Canada,Williams Lake,34,Good,1,Good,34,Good,0,Good,5,Good,52.1294,-122.1383
United States of America,Wolcott,44,Good,1,Good,21,Good,12,Good,44,Good,41.6007,-72.9734
Nicaragua,Tipitapa,31,Good,1,Good,15,Good,3,Good,31,Good,12.1964,-86.0969
Canada,Truro,41,Good,1,Good,15,Good,3,Good,41,Good,45.3647,-63.28
United States of America,Vancouver,49,Good,1,Good,20,Good,10,Good,49,Good,49.25,-123.1
United States of America,Vancouver,49,Good,1,Good,20,Good,10,Good,49,Good,45.6366,-122.5967
United States of America,Somersworth,57,Moderate,2,Good,20,Good,8,Good,57,Moderate,43.2534,-70.8856
United States of America,Chanhassen,54,Moderate,1,Good,32,Good,5,Good,54,Moderate,44.8546,-93.5621
United States of America,Charleston,78,Moderate,3,Good,10,Good,22,Good,78,Moderate,32.8168,-79.9687
United States of America,Charleston,78,Moderate,3,Good,10,Good,22,Good,78,Moderate,38.3484,-81.6322
United States of America,Charleston,78,Moderate,3,Good,10,Good,22,Good,78,Moderate,39.4842,-88.1781
Cuba,Corralillo,106,Unhealthy for Sensitive Groups,1,Good,25,Good,0,Good,106,Unhealthy for Sensitive Groups,22.9856,-80.5831
United States of America,Aliquippa,86,Moderate,2,Good,19,Good,23,Good,86,Moderate,40.6155,-80.2547
Brazil,Rubiataba,42,Good,1,Good,7,Good,1,Good,42,Good,-15.1639,-49.8028
United States of America,Ridgefield,74,Moderate,2,Good,18,Good,19,Good,74,Moderate,41.3065,-73.5023
United States of America,Ridgefield,74,Moderate,2,Good,18,Good,19,Good,74,Moderate,40.8313,-74.0147
United States of America,Ridgefield,74,Moderate,2,Good,18,Good,19,Good,74,Moderate,45.8114,-122.7051
Brazil,Osasco,132,Unhealthy for Sensitive Groups,2,Good,31,Good,6,Good,132,Unhealthy for Sensitive Groups,-23.5328,-46.7919
United States of America,Paterson,52,Moderate,1,Good,45,Good,2,Good,52,Moderate,40.9147,-74.1624
United States of America,Pennsauken,48,Good,1,Good,48,Good,1,Good,40,Good,39.9649,-75.0563
,Nassau,32,Good,0,Good,32,Good,0,Good,7,Good,25.0781,-77.3386
United States of America,North Richland Hills,69,Moderate,2,Good,33,Good,5,Good,69,Moderate,32.8604,-97.218
United States of America,Oakley,50,Good,1,Good,32,Good,5,Good,50,Good,37.9929,-121.6952
United States of America,Dunmore,64,Moderate,2,Good,30,Good,6,Good,64,Moderate,41.4152,-75.6072
United States of America,Elmhurst,67,Moderate,2,Good,14,Good,19,Good,67,Moderate,41.8973,-87.9432
United States of America,Emmaus,57,Moderate,2,Good,23,Good,13,Good,57,Moderate,40.5352,-75.4978
United States of America,Fort Stewart,132,Unhealthy for Sensitive Groups,3,Good,20,Good,12,Good,132,Unhealthy for Sensitive Groups,31.8811,-81.6131
United States of America,Gallatin,72,Moderate,2,Good,18,Good,18,Good,72,Moderate,36.3782,-86.4698
United States of America,Englewood,72,Moderate,2,Good,3,Good,12,Good,72,Moderate,39.6468,-104.9942
United States of America,Englewood,72,Moderate,2,Good,3,Good,12,Good,72,Moderate,40.8917,-73.9736
United States of America,Englewood,72,Moderate,2,Good,3,Good,12,Good,72,Moderate,26.9717,-82.3524
United States of America,Englewood,72,Moderate,2,Good,3,Good,12,Good,72,Moderate,39.8643,-84.307
United States of America,Erie,80,Moderate,3,Good,4,Good,17,Good,80,Moderate,42.1167,-80.0733
United States of America,Erie,80,Moderate,3,Good,4,Good,17,Good,80,Moderate,40.0404,-105.0399
Cuba,Guisa,79,Moderate,2,Good,15,Good,5,Good,79,Moderate,20.2608,-76.5381
United States of America,Dania Beach,35,Good,1,Good,35,Good,1,Good,30,Good,26.0593,-80.1637
United States of America,Drexel Hill,45,Good,1,Good,42,Good,2,Good,45,Good,39.9495,-75.3038
United States of America,East Norriton,48,Good,1,Good,48,Good,1,Good,41,Good,40.1506,-75.3364
United States of America,East Palo Alto,50,Good,1,Good,32,Good,3,Good,50,Good,37.4671,-122.1352
Canada,Toronto,38,Good,1,Good,25,Good,3,Good,38,Good,43.7417,-79.3733
United States of America,Troutdale,55,Moderate,2,Good,19,Good,8,Good,55,Moderate,45.5372,-122.3955
United States of America,Tupelo,63,Moderate,1,Good,42,Good,2,Good,63,Moderate,34.2692,-88.7318
Chile,Vallenar,17,Good,0,Good,17,Good,1,Good,14,Good,-28.5708,-70.7581
United States of America,South Hadley,48,Good,1,Good,42,Good,1,Good,48,Good,42.2567,-72.5793
United States of America,Streator,57,Moderate,1,Good,40,Good,1,Good,57,Moderate,41.1245,-88.8297
United States of America,University Park,74,Moderate,1,Good,74,Moderate,2,Good,24,Good,32.8506,-96.7937
Mexico,Valle Hermoso,35,Good,1,Good,30,Good,0,Good,35,Good,25.6736,-97.8144
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,32.3482,-86.2668
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,40.2411,-75.2318
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,40.426,-74.6791
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,41.5399,-74.2073
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,41.7237,-88.3633
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,39.2496,-84.3458
United States of America,Hartselle,52,Moderate,1,Good,52,Moderate,1,Good,49,Good,34.4391,-86.9396
Guatemala,Joyabaj,46,Good,1,Good,24,Good,0,Good,46,Good,14.995,-90.8075
Malaysia,Juru,150,Unhealthy,3,Good,27,Good,9,Good,150,Unhealthy,-7.5369,-37.8189
United States of America,Keene,36,Good,1,Good,36,Good,0,Good,33,Good,42.9494,-72.2998
United States of America,Lunenburg,68,Moderate,2,Good,13,Good,14,Good,68,Moderate,42.5897,-71.7199
United States of America,Melvindale,34,Good,1,Good,33,Good,5,Good,34,Good,42.2802,-83.1782
United States of America,Liberty,55,Moderate,1,Good,33,Good,5,Good,55,Moderate,39.2394,-94.4191
United States of America,Liberty,55,Moderate,1,Good,33,Good,5,Good,55,Moderate,41.8132,-74.7775
South Africa,Kirkwood,83,Moderate,2,Good,13,Good,3,Good,83,Moderate,38.5788,-90.4203
United States of America,North Platte,58,Moderate,1,Good,28,Good,2,Good,58,Moderate,41.1263,-100.7641
United States of America,Newburyport,56,Moderate,2,Good,22,Good,10,Good,56,Moderate,42.8124,-70.8878
United States of America,Niagara Falls,42,Good,1,Good,28,Good,5,Good,42,Good,43.06,-79.1067
United States of America,Niagara Falls,42,Good,1,Good,28,Good,5,Good,42,Good,43.0921,-79.0147
Brazil,Conchal,62,Moderate,1,Good,24,Good,1,Good,62,Moderate,-22.33,-47.1728
United States of America,Corona,93,Moderate,3,Good,20,Good,19,Good,93,Moderate,33.8616,-117.5649
,Corpus Christi,40,Good,0,Good,27,Good,0,Good,40,Good,27.7254,-97.3767
Brazil,Cunha,38,Good,1,Good,23,Good,0,Good,38,Good,-23.0744,-44.9597
Brazil,Currais Novos,24,Good,0,Good,24,Good,0,Good,19,Good,-6.2608,-36.515
United States of America,Prattville,50,Good,2,Good,50,Good,4,Good,47,Good,32.4597,-86.4573
Argentina,Rafaela,24,Good,0,Good,24,Good,0,Good,9,Good,-31.2667,-61.4833
Peru,Saposoa,39,Good,1,Good,6,Good,0,Good,39,Good,-6.9364,-76.7718
United States of America,Christiansburg,59,Moderate,2,Good,33,Good,5,Good,59,Moderate,37.1406,-80.4036
United States of America,Algonquin,52,Moderate,1,Good,32,Good,3,Good,52,Moderate,42.1629,-88.3159
Argentina,Alta Gracia,34,Good,1,Good,34,Good,1,Good,28,Good,-31.6667,-64.4333
Brazil,Aracruz,50,Good,0,Good,28,Good,0,Good,50,Good,-19.82,-40.2728
Brazil,Areado,44,Good,1,Good,22,Good,0,Good,44,Good,-21.3589,-46.1458
United States of America,Eunice,70,Moderate,1,Good,19,Good,3,Good,70,Moderate,30.4904,-92.4191
Switzerland,Geneva,128,Unhealthy for Sensitive Groups,1,Good,28,Good,2,Good,128,Unhealthy for Sensitive Groups,41.8833,-88.3242
Switzerland,Geneva,128,Unhealthy for Sensitive Groups,1,Good,28,Good,2,Good,128,Unhealthy for Sensitive Groups,42.8645,-76.9826
United States of America,Elfers,62,Moderate,1,Good,27,Good,7,Good,62,Moderate,28.214,-82.723
United States of America,Blue Island,38,Good,2,Good,35,Good,7,Good,38,Good,41.6578,-87.6811
United States of America,Bourne,38,Good,1,Good,33,Good,5,Good,38,Good,41.7233,-70.5816
Brazil,Barreirinha,25,Good,0,Good,6,Good,0,Good,25,Good,-2.8025,-57.0686
Cuba,Calimete,50,Good,1,Good,18,Good,2,Good,50,Good,22.5339,-80.9097
United States of America,Ensley,51,Moderate,2,Good,47,Good,4,Good,51,Moderate,30.5259,-87.2733
Colombia,Marsella,95,Moderate,2,Good,16,Good,3,Good,95,Moderate,4.9167,-75.75
United States of America,Mason,46,Good,1,Good,46,Good,1,Good,41,Good,39.3571,-84.3023
United States of America,Mesquite,66,Moderate,2,Good,31,Good,5,Good,66,Moderate,32.7602,-96.5865
United States of America,Mesquite,66,Moderate,2,Good,31,Good,5,Good,66,Moderate,36.8032,-114.133
United States of America,Moss Point,48,Good,1,Good,44,Good,2,Good,48,Good,30.4241,-88.5289
United States of America,West Chicago,51,Moderate,1,Good,34,Good,3,Good,51,Moderate,41.896,-88.2253
United States of America,West Memphis,74,Moderate,1,Good,60,Moderate,2,Good,74,Moderate,35.153,-90.1996
United States of America,Waco,35,Good,1,Good,27,Good,2,Good,35,Good,31.5599,-97.1882
United States of America,Huntersville,62,Moderate,2,Good,25,Good,11,Good,62,Moderate,35.406,-80.8716
United States of America,Wildwood,49,Good,1,Good,30,Good,10,Good,49,Good,38.58,-90.6698
United States of America,Wildwood,49,Good,1,Good,30,Good,10,Good,49,Good,28.7752,-82.0075
United States of America,Willingboro,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,40.028,-74.8882
Brazil,Xaxim,26,Good,1,Good,11,Good,1,Good,26,Good,-26.9619,-52.535
United States of America,Waynesboro,65,Moderate,2,Good,22,Good,6,Good,65,Moderate,38.0674,-78.9014
United States of America,Waynesboro,65,Moderate,2,Good,22,Good,6,Good,65,Moderate,39.7524,-77.5822
United States of America,Livermore,54,Moderate,1,Good,18,Good,13,Good,54,Moderate,37.6868,-121.7607
Brazil,Loanda,17,Good,0,Good,17,Good,1,Good,16,Good,-22.9228,-53.1369
United States of America,Joplin,71,Moderate,1,Good,26,Good,4,Good,71,Moderate,37.0757,-94.5018
Cuba,Jovellanos,82,Moderate,1,Good,19,Good,1,Good,82,Moderate,22.8106,-81.1981
United States of America,Darien,81,Moderate,2,Good,8,Good,29,Good,81,Moderate,41.7448,-87.9822
United States of America,Darien,81,Moderate,2,Good,8,Good,29,Good,81,Moderate,41.0798,-73.4824
United States of America,Dolton,81,Moderate,2,Good,10,Good,29,Good,81,Moderate,41.6284,-87.5979
United States of America,Kennebunk,45,Good,1,Good,41,Good,3,Good,45,Good,43.3972,-70.5707
Guatemala,Esquipulas,68,Moderate,3,Good,3,Good,6,Good,68,Moderate,14.6167,-89.2
Guatemala,Esquipulas,68,Moderate,3,Good,3,Good,6,Good,68,Moderate,12.6639,-85.7881
United States of America,Farmington Hills,49,Good,1,Good,29,Good,6,Good,49,Good,42.486,-83.3771
Panama,La Chorrera,65,Moderate,1,Good,20,Good,4,Good,65,Moderate,8.8792,-79.7822
Cuba,Mariel,60,Moderate,1,Good,24,Good,2,Good,60,Moderate,22.9936,-82.7539
United States of America,Markham,75,Moderate,2,Good,14,Good,25,Good,75,Moderate,43.8767,-79.2633
United States of America,Markham,75,Moderate,2,Good,14,Good,25,Good,75,Moderate,41.6,-87.6904
United States of America,Prospect Heights,83,Moderate,3,Good,6,Good,30,Good,83,Moderate,42.1039,-87.9267
Brazil,Santa Barbara,91,Moderate,3,Good,2,Good,6,Good,91,Moderate,34.4285,-119.7202
Brazil,Miguel Pereira,154,Unhealthy,5,Good,10,Good,18,Good,154,Unhealthy,-22.4539,-43.4689
United States of America,Southbridge,54,Moderate,1,Good,48,Good,2,Good,54,Moderate,42.0604,-72.0338
United States of America,Oakland,52,Moderate,1,Good,24,Good,9,Good,52,Moderate,37.7904,-122.2166
United States of America,Oakland,52,Moderate,1,Good,24,Good,9,Good,52,Moderate,41.0313,-74.2408
United States of America,Oakland,52,Moderate,1,Good,24,Good,9,Good,52,Moderate,35.2256,-89.5372
Mexico,Temixco,119,Unhealthy for Sensitive Groups,3,Good,1,Good,15,Good,119,Unhealthy for Sensitive Groups,18.85,-99.2333
United States of America,Tullahoma,39,Good,1,Good,19,Good,6,Good,39,Good,35.3721,-86.2172
Mexico,Escuinapa,51,Moderate,1,Good,18,Good,1,Good,51,Moderate,22.9822,-105.7031
United States of America,Evanston,61,Moderate,2,Good,26,Good,18,Good,61,Moderate,42.0464,-87.6943
